Unnamed: 0,count,hate_speech,offensive_language,neither,class,tweet,tweet_tokens
13032,3,2,1,0,0,man ducked me like a true hick would have split that white trash forgot lid,"['man', 'ducked', 'like', 'true', 'hick', 'would', 'split', 'white', 'trash', 'forgot', 'lid']"
13033,6,0,6,0,0,man i cant stop looking at this hoe twerking on my facebook,"['man', 'cant', 'stop', 'looking', 'hoe', 'twerking', 'facebook']"
13034,3,1,2,0,0,man i do have hoes and they are all in the same location and,"['man', 'hoe', 'location']"
13035,3,0,3,0,0,man i hope she do not think i think she a hoe,"['man', 'hope', 'think', 'think', 'hoe']"
13036,3,1,2,0,0,man i just watched that shades of gay trailer and that shit looked like the wackest movie of all time you all be hyping up trash on here,"['man', 'watched', 'shade', 'gay', 'trailer', 'shit', 'looked', 'like', 'wackest', 'movie', 'time', 'hyping', 'trash']"
13037,3,0,2,1,0,man i rather see the morning selfies of bitches who do not change they look with the case of the mondays then see the jaybey poster ijs,"['man', 'rather', 'see', 'morning', 'selfies', 'bitch', 'change', 'look', 'case', 'monday', 'see', 'jaybey', 'poster', 'ijs']"
13038,3,2,1,0,0,man i swear todays like nation hit tony while hes driving day this chink almost smashed into me,"['man', 'swear', 'today', 'like', 'nation', 'hit', 'tony', 'he', 'driving', 'day', 'chink', 'almost', 'smashed']"
13039,3,0,3,0,0,man i thought that heifer was yo old bitch when you first went to the feds i was that nigga she would smoke with,"['man', 'thought', 'heifer', 'yo', 'old', 'bitch', 'first', 'went', 'fed', 'nigga', 'would', 'smoke']"
13040,3,0,3,0,0,man i wish this bitch would just stfu,"['man', 'wish', 'bitch', 'would', 'stfu']"
13042,3,0,3,0,0,man i am tired of dealing with these hoes but my dick not,"['man', 'tired', 'dealing', 'hoe', 'dick']"
13043,3,0,2,1,0,man i am tryin to take my intoxication to charlie sheen levels today and i am going to do just that,"['man', 'tryin', 'take', 'intoxication', 'charlie', 'sheen', 'level', 'today', 'going']"
13044,3,0,3,0,0,man i am tryna give chief keefs mixtape a chance but this shit trash,"['man', 'tryna', 'give', 'chief', 'keefs', 'mixtape', 'chance', 'shit', 'trash']"
13045,3,0,0,3,1,man arrested after opened nip bottles of vodka found in car,"['man', 'arrested', 'opened', 'nip', 'bottle', 'vodka', 'found', 'car']"
13046,3,0,3,0,0,man bitches love beyonceno punch line,"['man', 'bitch', 'love', 'beyonceno', 'punch', 'line']"
13047,3,0,3,0,0,man dude next to me got of the worst looking hoes i ever seen but hey it is,"['man', 'dude', 'next', 'got', 'worst', 'looking', 'hoe', 'ever', 'seen', 'hey']"
13048,3,1,2,0,0,man fuck these bitch ass niggas how you all doin,"['man', 'fuck', 'bitch', 'a', 'nigga', 'doin']"
13049,6,0,6,0,0,man heartburn is a bitch,"['man', 'heartburn', 'bitch']"
13050,3,0,3,0,0,man if a bad washington heights chick on dyckman likes me grabs her pussy and yells out whats good son i am still fuckin,"['man', 'bad', 'washington', 'height', 'chick', 'dyckman', 'like', 'grab', 'pussy', 'yell', 'whats', 'good', 'son', 'still', 'fuckin']"
13051,3,0,3,0,0,man if that bitch do not call me back for the job cuhh uma be snapping,"['man', 'bitch', 'call', 'back', 'job', 'cuhh', 'uma', 'snapping']"
13052,3,0,0,3,1,man i am glad i am around to see the redskins go to the playoffs considering it only happens once in a lifetime,"['man', 'glad', 'around', 'see', 'redskin', 'go', 'playoff', 'considering', 'happens', 'lifetime']"
13053,3,0,0,3,1,man in zebra print dress robs bank,"['man', 'zebra', 'print', 'dress', 'robs', 'bank']"
13054,3,0,3,0,0,man it is some bad built bitches in san antonioandamp if you cant wear a thong on the beach yo ass bet not retweet this,"['man', 'bad', 'built', 'bitch', 'san', 'antonioandamp', 'cant', 'wear', 'thong', 'beach', 'yo', 'a', 'bet', 'retweet']"
13055,3,0,3,0,0,man my bitch is beautiful helen of troy,"['man', 'bitch', 'beautiful', 'helen', 'troy']"
13056,3,1,2,0,0,man stop acting like faggots and go for the win,"['man', 'stop', 'acting', 'like', 'faggot', 'go', 'win']"
13057,6,1,2,3,1,man talk to em retweet of course nothing is wrong with applebeeands if you like trash food,"['man', 'talk', 'em', 'retweet', 'course', 'nothing', 'wrong', 'applebeeands', 'like', 'trash', 'food']"
13058,3,1,2,0,0,man that bad bitchesbroke niggaz tweet was a trapi feed bullshit negativity and niggaz line up for a plate,"['man', 'bad', 'bitchesbroke', 'niggaz', 'tweet', 'trapi', 'feed', 'bullshit', 'negativity', 'niggaz', 'line', 'plate']"
13059,3,1,2,0,0,man that nigga courage always bein a bitch hit dat shit lil nigga,"['man', 'nigga', 'courage', 'always', 'bein', 'bitch', 'hit', 'dat', 'shit', 'lil', 'nigga']"
13060,3,0,3,0,0,man that run game are not no hoe fuck alex do not even need his bitch ass,"['man', 'run', 'game', 'hoe', 'fuck', 'alex', 'even', 'need', 'bitch', 'a']"
13061,6,1,5,0,0,man theres a lot of fat bitches here,"['man', 'there', 'lot', 'fat', 'bitch']"
13062,3,0,3,0,0,man these bitches are so boring yo where the outgoing fun wild bitches at,"['man', 'bitch', 'boring', 'yo', 'outgoing', 'fun', 'wild', 'bitch']"
13063,3,0,2,1,0,man these hoes so familiar one minute on the team next minute they are not witcha,"['man', 'hoe', 'familiar', 'one', 'minute', 'team', 'next', 'minute', 'witcha']"
13064,6,0,6,0,0,man this bitch smells like cheap lip stick,"['man', 'bitch', 'smell', 'like', 'cheap', 'lip', 'stick']"
13065,6,0,6,0,0,man who da fuck let this hoe in the background looking like a got damn zebra,"['man', 'da', 'fuck', 'let', 'hoe', 'background', 'looking', 'like', 'got', 'damn', 'zebra']"
13066,3,0,2,1,0,man why do these hoes even bother wearing clothes when theyre going out like that,"['man', 'hoe', 'even', 'bother', 'wearing', 'clothes', 'theyre', 'going', 'like']"
13067,6,1,5,0,0,man why the ugliest bitches talk the most,"['man', 'ugliest', 'bitch', 'talk']"
13068,6,0,6,0,0,man i got fucked within an inch of my life this evening i am so unbothered by that bitch andandand,"['man', 'got', 'fucked', 'within', 'inch', 'life', 'evening', 'unbothered', 'bitch', 'andandand']"
13069,3,0,3,0,0,man i am wish big booty bytches would use some other nickname other than judy shy is so typical and old,"['man', 'wish', 'big', 'booty', 'bytches', 'would', 'use', 'nickname', 'judy', 'shy', 'typical', 'old']"
13070,3,1,2,0,0,man aunt petunia is a royal bitch,"['man', 'aunt', 'petunia', 'royal', 'bitch']"
13071,3,0,0,3,1,man that is a serious shiner charas sporting yowza,"['man', 'serious', 'shiner', 'chara', 'sporting', 'yowza']"
13072,3,0,3,0,0,mane if dis nicca call me mo time n say he finna pull up but dnt pull up,"['mane', 'dis', 'nicca', 'call', 'mo', 'time', 'n', 'say', 'finna', 'pull', 'dnt', 'pull']"
13073,3,0,3,0,0,mane what the fuck i wake up look at da window it is showin like a motherfucker outsidegood thing a nicca went to walmart yesterday good aone snacks,"['mane', 'fuck', 'wake', 'look', 'da', 'window', 'showin', 'like', 'motherfucker', 'outsidegood', 'thing', 'nicca', 'went', 'walmart', 'yesterday', 'good', 'aone', 'snack']"
13074,3,0,0,3,1,mann are first game is weeks from now cant wait once a redskin always a redskin,"['mann', 'first', 'game', 'week', 'cant', 'wait', 'redskin', 'always', 'redskin']"
13075,3,0,3,0,0,mann that pussy,"['mann', 'pussy']"
13076,3,0,3,0,0,mann jada pickett was a badddddd bitch,"['mann', 'jada', 'pickett', 'badddddd', 'bitch']"
13077,3,0,0,3,1,mannnn tonight feels like trash,"['mannnn', 'tonight', 'feel', 'like', 'trash']"
13078,3,0,3,0,0,mannnnnn these hoes are not loyal,"['mannnnnn', 'hoe', 'loyal']"
13079,3,0,1,2,1,manual labor so trash,"['manual', 'labor', 'trash']"
13080,3,0,0,3,1,many people claiming slippery slope is now absolute are same ones who said slippery slope is an argument for the paranoid delusional,"['many', 'people', 'claiming', 'slippery', 'slope', 'absolute', 'one', 'said', 'slippery', 'slope', 'argument', 'paranoid', 'delusional']"
13081,3,0,3,0,0,maple room bitch sacto style,"['maple', 'room', 'bitch', 'sacto', 'style']"
13082,3,1,2,0,0,marca got so many hoes she confused on what to do,"['marca', 'got', 'many', 'hoe', 'confused']"
13083,3,0,2,1,0,marcus colston so damn trash,"['marcus', 'colston', 'damn', 'trash']"
13084,3,1,0,2,1,marcus smart belongs on the celtics both trash it was destiny,"['marcus', 'smart', 'belongs', 'celtic', 'trash', 'destiny']"
13085,3,0,3,0,0,marcus is in this hoe schleeeeeeeeeeppppppp,"['marcus', 'hoe', 'schleeeeeeeeeeppppppp']"
13086,3,0,3,0,0,marijuana turn good pussy great,"['marijuana', 'turn', 'good', 'pussy', 'great']"
13087,3,0,3,0,0,marijuana hydro pussy hoe ass titties,"['marijuana', 'hydro', 'pussy', 'hoe', 'a', 'titty']"
13088,3,0,3,0,0,marilyn monroe set the standard for what hoes can achieve in society,"['marilyn', 'monroe', 'set', 'standard', 'hoe', 'achieve', 'society']"
13089,4,0,0,4,1,mark teixeira finally stepping up hour and couple of be back soon,"['mark', 'teixeira', 'finally', 'stepping', 'hour', 'couple', 'back', 'soon']"
13090,3,0,3,0,0,married a skinny bitch but trickin wit a thick bitch she got sum big hips i call that boa a hypocrite,"['married', 'skinny', 'bitch', 'trickin', 'wit', 'thick', 'bitch', 'got', 'sum', 'big', 'hip', 'call', 'boa', 'hypocrite']"
13091,3,0,3,0,0,mary jane is a dumb bitch peter has a job saving the city as spiderman and shes bitching about how he hasnt came to her play,"['mary', 'jane', 'dumb', 'bitch', 'peter', 'job', 'saving', 'city', 'spiderman', 'shes', 'bitching', 'hasnt', 'came', 'play']"
13092,6,0,0,6,1,matai ngeli alu o polosi ho nifo,"['matai', 'ngeli', 'alu', 'polosi', 'ho', 'nifo']"
13093,3,0,2,1,0,math is forever confusing to me,"['math', 'forever', 'confusing']"
13094,3,0,2,1,0,matt cancer free gotta hoes throw him some booty before his bedtime,"['matt', 'cancer', 'free', 'got', 'ta', 'hoe', 'throw', 'booty', 'bedtime']"
13095,3,0,3,0,0,matt got the shades on tryin to scope a bitch,"['matt', 'got', 'shade', 'tryin', 'scope', 'bitch']"
13096,3,0,3,0,0,maury is funny sometimes but the rude hoes on there need to get knocked the fuck out,"['maury', 'funny', 'sometimes', 'rude', 'hoe', 'need', 'get', 'knocked', 'fuck']"
13097,3,0,0,3,1,may the bird of paradise fly up your nose may an elephant caress you with his toes may your wife have runners uand,"['may', 'bird', 'paradise', 'fly', 'nose', 'may', 'elephant', 'caress', 'toe', 'may', 'wife', 'runner', 'uand']"
13098,6,1,0,5,1,maybe is colored blind with his red lines and all tough talk no walk,"['maybe', 'colored', 'blind', 'red', 'line', 'tough', 'talk', 'walk']"
13099,3,0,0,3,1,maybe i do not feel too great because i only got hrs of sleep surely it is not last nights boxes of cookies andamp crackers dinner and and,"['maybe', 'feel', 'great', 'got', 'hr', 'sleep', 'surely', 'last', 'night', 'box', 'cooky', 'andamp', 'cracker', 'dinner']"
13100,3,1,2,0,0,maybe i do not text you first because you read my messages and do not respond andandand k bitch,"['maybe', 'text', 'first', 'read', 'message', 'respond', 'andandand', 'k', 'bitch']"
13101,3,0,3,0,0,maybe i shoulda informed my cousin of my social anxiety before taking me to this over crowded bar on the bright side texas has hott bitches,"['maybe', 'shoulda', 'informed', 'cousin', 'social', 'anxiety', 'taking', 'crowded', 'bar', 'bright', 'side', 'texas', 'hott', 'bitch']"
13102,3,0,3,0,0,maybe ill love you one day maybe well someday grow till then just sit your drunk ass on that runway hoe,"['maybe', 'ill', 'love', 'one', 'day', 'maybe', 'well', 'someday', 'grow', 'till', 'sit', 'drunk', 'a', 'runway', 'hoe']"
13103,3,0,3,0,0,maybe i am just some bitter ass nigguh like obito,"['maybe', 'bitter', 'a', 'nigguh', 'like', 'obito']"
13104,3,1,2,0,0,maybe i am the one maybe i am the two maybe i am the nigguh that you call when youre through,"['maybe', 'one', 'maybe', 'two', 'maybe', 'nigguh', 'call', 'youre']"
13105,3,0,3,0,0,maybe if you werent such a conceited bitch more people would like you,"['maybe', 'werent', 'conceited', 'bitch', 'people', 'would', 'like']"
13106,3,0,2,1,0,maybe next time i day drink ill balance it out with my bitch mary jane cause,"['maybe', 'next', 'time', 'day', 'drink', 'ill', 'balance', 'bitch', 'mary', 'jane', 'cause']"
13107,6,1,3,2,0,maybe reluctantly but theyve done it what does this mean for a discrimination law in the state culturally for queer people in the state,"['maybe', 'reluctantly', 'theyve', 'done', 'mean', 'discrimination', 'law', 'state', 'culturally', 'queer', 'people', 'state']"
13108,3,0,3,0,0,maybe you should eat makeup so you can be pretty on the inside also bitch,"['maybe', 'eat', 'makeup', 'pretty', 'inside', 'also', 'bitch']"
13109,3,2,1,0,0,mayweather is a pussy hes only winning cus he picks his fight and he picks the nobody fighters,"['mayweather', 'pussy', 'he', 'winning', 'cu', 'pick', 'fight', 'pick', 'nobody', 'fighter']"
13110,3,0,0,3,1,mccann although not having the greatest of seasons would be a step up from russel martin mccann or carlos ruiz,"['mccann', 'although', 'greatest', 'season', 'would', 'step', 'russel', 'martin', 'mccann', 'carlos', 'ruiz']"
13111,3,0,1,2,1,mcdonalds is hella trash to me now,"['mcdonalds', 'hella', 'trash']"
13112,3,2,1,0,0,mcdonalds pipe self defence beating this is one nigger whos hand i would shake thats how you deal with sheboons,"['mcdonalds', 'pipe', 'self', 'defence', 'beating', 'one', 'nigger', 'who', 'hand', 'would', 'shake', 'thats', 'deal', 'sheboons']"
13113,3,0,3,0,0,me andamp elizabeth are down bitches,"['andamp', 'elizabeth', 'bitch']"
13114,3,0,3,0,0,me andamp lew differ on philosophy i say smack that bitch bet she watch her mouf,"['andamp', 'lew', 'differ', 'philosophy', 'say', 'smack', 'bitch', 'bet', 'watch', 'mouf']"
13115,3,0,0,3,1,me andamp hubby relaxing from the studio for a lilthen headed str to my honey doo wop wops bday bash kristen,"['andamp', 'hubby', 'relaxing', 'studio', 'lilthen', 'headed', 'str', 'honey', 'doo', 'wop', 'wop', 'bday', 'bash', 'kristen']"
13116,3,0,3,0,0,me andamp my next bitch gone turn up on the fashion side andamp we are not wearing nun of that designer shit that shit basic af,"['andamp', 'next', 'bitch', 'gone', 'turn', 'fashion', 'side', 'andamp', 'wearing', 'nun', 'designer', 'shit', 'shit', 'basic', 'af']"
13117,3,0,3,0,0,me and bryan still out this bitch,"['bryan', 'still', 'bitch']"
13118,3,0,2,1,0,me and da gonna do a reboot of da jeffersons only dis time he gonna be weezy and we married pre op trannies,"['da', 'gon', 'na', 'reboot', 'da', 'jefferson', 'dis', 'time', 'gon', 'na', 'weezy', 'married', 'pre', 'op', 'trannies']"
13120,3,0,3,0,0,me and my big ol titty bitch,"['big', 'ol', 'titty', 'bitch']"
13121,3,0,3,0,0,me and my bitch,['bitch']
13122,3,0,3,0,0,me and my bitch song,"['bitch', 'song']"
13123,3,0,3,0,0,me and my homie rockin that bitch all night nowandandandandandandandand,"['homie', 'rockin', 'bitch', 'night', 'nowandandandandandandandand']"
13124,3,0,3,0,0,me and my nig be running shit in miami on the court we only lost one game in days,"['nig', 'running', 'shit', 'miami', 'court', 'lost', 'one', 'game', 'day']"
13125,3,0,3,0,0,me and my nigguh stay doin it,"['nigguh', 'stay', 'doin']"
13126,3,0,0,3,1,me and this song bird sang in the same hs gospel choir,"['song', 'bird', 'sang', 'h', 'gospel', 'choir']"
13127,6,0,6,0,0,me calling about a nigga and shit for the birds andamp then a nigga that are not fucking me and i do not fucking care,"['calling', 'nigga', 'shit', 'bird', 'andamp', 'nigga', 'fucking', 'fucking', 'care']"
13128,3,0,0,3,1,me gusta pollo so espaandol that laughing out loud and,"['gusta', 'pollo', 'espaandol', 'laughing', 'loud']"
13129,3,0,2,1,0,me n niccas ya type neva exchange s wanna talk down n still gain from us,"['n', 'niccas', 'ya', 'type', 'neva', 'exchange', 'wan', 'na', 'talk', 'n', 'still', 'gain', 'u']"
13130,3,0,3,0,0,me to caffenate me bitch because i do not know how to use daves coffee maker,"['caffenate', 'bitch', 'know', 'use', 'daves', 'coffee', 'maker']"
13131,3,0,3,0,0,me when folks try to come for me and ok hoe cool,"['folk', 'try', 'come', 'ok', 'hoe', 'cool']"
13132,3,0,3,0,0,me retweet coolin with all my hoes,"['retweet', 'coolin', 'hoe']"
13134,3,0,3,0,0,me mom honestly thank you for making me a bad bitch mom youve gotta stop,"['mom', 'honestly', 'thank', 'making', 'bad', 'bitch', 'mom', 'youve', 'got', 'ta', 'stop']"
13135,3,0,0,3,1,me downloads flappy bird sierra welp there goes school,"['downloads', 'flappy', 'bird', 'sierra', 'welp', 'go', 'school']"
13136,3,0,2,1,0,me put a twist tie on the bags of ice or youll get it all over your car kiersten nahh bitch itll be all cool,"['put', 'twist', 'tie', 'bag', 'ice', 'youll', 'get', 'car', 'kiersten', 'nahh', 'bitch', 'itll', 'cool']"
13137,6,0,0,6,1,meatloaf cream potatoes deer steak and gravy pinto beans and cornbread pear cobbler n bread pudding fhc,"['meatloaf', 'cream', 'potato', 'deer', 'steak', 'gravy', 'pinto', 'bean', 'cornbread', 'pear', 'cobbler', 'n', 'bread', 'pudding', 'fhc']"
13138,3,0,3,0,0,meek do some nut shit one time he a bitch i guess you all forgot all the hoe shit wale did on twitter oh ok andandand,"['meek', 'nut', 'shit', 'one', 'time', 'bitch', 'guess', 'forgot', 'hoe', 'shit', 'wale', 'twitter', 'oh', 'ok', 'andandand']"
13139,3,0,3,0,0,meek mill said get yo game up before you lose yo bitch damn laughing out loud,"['meek', 'mill', 'said', 'get', 'yo', 'game', 'lose', 'yo', 'bitch', 'damn', 'laughing', 'loud']"
13140,3,0,0,3,1,meet indiaands amazing deathdefying monkey king and,"['meet', 'indiaands', 'amazing', 'deathdefying', 'monkey', 'king']"
13141,3,0,3,0,0,megatron mustve fucked stafford bitch or something he will not throw my mans the ball,"['megatron', 'mustve', 'fucked', 'stafford', 'bitch', 'something', 'throw', 'man', 'ball']"
13142,3,0,3,0,0,mei haruka is tied up and takes three cocks in her pussy andandmouth,"['mei', 'haruka', 'tied', 'take', 'three', 'cock', 'pussy', 'andandmouth']"
13143,6,0,6,0,0,melo shouldve got the bitch for the east,"['melo', 'shouldve', 'got', 'bitch', 'east']"
13144,3,0,3,0,0,member when bitches put le in front of everything you not foreign motherfucker and,"['member', 'bitch', 'put', 'le', 'front', 'everything', 'foreign', 'motherfucker']"
13145,3,3,0,0,0,members of nontraditional religions are all subhuman trash,"['member', 'nontraditional', 'religion', 'subhuman', 'trash']"
13146,3,0,0,3,1,memorial weekend early bird wine walk price is still available we have participating locations,"['memorial', 'weekend', 'early', 'bird', 'wine', 'walk', 'price', 'still', 'available', 'participating', 'location']"
13147,3,0,0,3,1,mentions probably look like a septic tank retweet go ahead meme me,"['mention', 'probably', 'look', 'like', 'septic', 'tank', 'retweet', 'go', 'ahead', 'meme']"
13148,3,1,2,0,0,merry christmas bitches andandandandand,"['merry', 'christmas', 'bitch', 'andandandandand']"
13149,3,0,3,0,0,merry christmas to all you all bitches and hoes,"['merry', 'christmas', 'bitch', 'hoe']"
13150,3,0,3,0,0,messi is thinking ronaldo is such a bitch couldnt even make it out his group ahaaaaa,"['messi', 'thinking', 'ronaldo', 'bitch', 'couldnt', 'even', 'make', 'group', 'ahaaaaa']"
13151,3,0,3,0,0,messy ass hoes are not your fucking friend,"['messy', 'a', 'hoe', 'fucking', 'friend']"
13152,3,1,2,0,0,messy asss bitches i would blast you all dumb bitches but i am not even gon stoop to yalls level,"['messy', 'as', 'bitch', 'would', 'blast', 'dumb', 'bitch', 'even', 'gon', 'stoop', 'yalls', 'level']"
13153,3,0,3,0,0,met a bad bitch from chicago my hat wasnt cocked yo,"['met', 'bad', 'bitch', 'chicago', 'hat', 'wasnt', 'cocked', 'yo']"
13154,3,0,3,0,0,met a foreign bitch at wesley andand she better call me,"['met', 'foreign', 'bitch', 'wesley', 'andand', 'better', 'call']"
13155,3,0,0,3,1,met a woman who was trying to feed a crow a brazil nut,"['met', 'woman', 'trying', 'feed', 'crow', 'brazil', 'nut']"
13156,3,0,3,0,0,met this bitch online call her my ebae,"['met', 'bitch', 'online', 'call', 'ebae']"
13157,3,0,3,0,0,motherfuckers do not care about tha kid except a few of my niggas andamp my bitch,"['motherfucker', 'care', 'tha', 'kid', 'except', 'nigga', 'andamp', 'bitch']"
13158,3,0,3,0,0,motherfuckers see a picture of a couple walking on the stairs together andamp caption it goalsandand bitch all they doing is going down the stairs,"['motherfucker', 'see', 'picture', 'couple', 'walking', 'stair', 'together', 'andamp', 'caption', 'goalsandand', 'bitch', 'going', 'stair']"
13159,3,0,1,2,1,mi caldito de pollo estuvo incredible ahora a snuggle con mi snuggie y mi hubby queeee riiikkooo,"['mi', 'caldito', 'de', 'pollo', 'estuvo', 'incredible', 'ahora', 'snuggle', 'con', 'mi', 'snuggie', 'mi', 'hubby', 'queeee', 'riiikkooo']"
13160,3,0,2,1,0,mimi was so worried about stevie j marriage that bitch are not even realize she made a sex tape with a married man,"['mimi', 'worried', 'stevie', 'j', 'marriage', 'bitch', 'even', 'realize', 'made', 'sex', 'tape', 'married', 'man']"
13161,3,0,3,0,0,minos and and caption thisandgt nah bitchwere gonna keep our virginitiesand,"['minos', 'caption', 'thisandgt', 'nah', 'bitchwere', 'gon', 'na', 'keep', 'virginitiesand']"
13162,3,0,3,0,0,miami bitches,"['miami', 'bitch']"
13163,3,0,0,3,1,miamis run defense is alex smith trash,"['miami', 'run', 'defense', 'alex', 'smith', 'trash']"
13164,3,2,1,0,0,michael sam being cut further proves that we fags do not belong in football or it is a heterosexual sport for heterosexuals,"['michael', 'sam', 'cut', 'prof', 'fag', 'belong', 'football', 'heterosexual', 'sport', 'heterosexual']"
13165,3,0,3,0,0,michigan is a big state the hoes on twitter and instagram make just it smaller,"['michigan', 'big', 'state', 'hoe', 'twitter', 'instagram', 'make', 'smaller']"
13166,3,1,2,0,0,middle eastern and indonesian women are beautiful never seen a ugly bitch in a bollywood film ever,"['middle', 'eastern', 'indonesian', 'woman', 'beautiful', 'never', 'seen', 'ugly', 'bitch', 'bollywood', 'film', 'ever']"
13167,3,0,3,0,0,might buy your bitch a bag this weekend i do not know,"['might', 'buy', 'bitch', 'bag', 'weekend', 'know']"
13168,3,0,3,0,0,miley cyrus got the hardest song in the club andandandand js are not on my feet though these hoes love these boots andandandandandand,"['miley', 'cyrus', 'got', 'hardest', 'song', 'club', 'andandandand', 'j', 'foot', 'though', 'hoe', 'love', 'boot', 'andandandandandand']"
13169,3,1,2,0,0,miley cyrus just wants to hump things and smoke weed with her retarded ass,"['miley', 'cyrus', 'want', 'hump', 'thing', 'smoke', 'weed', 'retarded', 'a']"
13170,3,0,3,0,0,miley cyrus went from a a singer who had her tv show to a stripper who cant rapshe need a big ass and tiddy and she will be dat bitch,"['miley', 'cyrus', 'went', 'singer', 'tv', 'show', 'stripper', 'cant', 'rapshe', 'need', 'big', 'a', 'tiddy', 'dat', 'bitch']"
13171,3,0,3,0,0,miley cyrus kinda looks like a retarded care bear,"['miley', 'cyrus', 'kinda', 'look', 'like', 'retarded', 'care', 'bear']"
13172,3,0,3,0,0,milk marie do not approve to you ugly hoes,"['milk', 'marie', 'approve', 'ugly', 'hoe']"
13173,3,0,3,0,0,milk marie she got pretty pussy call it pink cause a nigga fell in love with it,"['milk', 'marie', 'got', 'pretty', 'pussy', 'call', 'pink', 'cause', 'nigga', 'fell', 'love']"
13174,3,0,3,0,0,million dollar bitch slap a ho,"['million', 'dollar', 'bitch', 'slap', 'ho']"
13175,3,1,2,0,0,millions of niggas can rap can any of you all make music like a quality song not just you spittin bars shit you can play wit the bitches,"['million', 'nigga', 'rap', 'make', 'music', 'like', 'quality', 'song', 'spittin', 'bar', 'shit', 'play', 'wit', 'bitch']"
13176,3,0,0,3,1,mint oreos andgtandgtandgt,"['mint', 'oreo', 'andgtandgtandgt']"
13177,3,2,1,0,0,minus all the retarded poor bots,"['minus', 'retarded', 'poor', 'bot']"
13178,3,0,3,0,0,miss ma niggah leo,"['miss', 'niggah', 'leo']"
13179,3,0,2,1,0,miss these scary hoes,"['miss', 'scary', 'hoe']"
13180,3,0,3,0,0,miss you lil bitch,"['miss', 'lil', 'bitch']"
13181,3,0,1,2,1,mississippi state fans are the best to just mock it is so easy poor state it is hard getting wins against top opponents,"['mississippi', 'state', 'fan', 'best', 'mock', 'easy', 'poor', 'state', 'hard', 'getting', 'win', 'top', 'opponent']"
13182,3,0,3,0,0,missouri got them swag fags laugh my ass off,"['missouri', 'got', 'swag', 'fag', 'laugh', 'a']"
13183,3,0,3,0,0,mitt romney gone take away weave if he become president hoes gone be walkin around looking like lil bill andamp calliou,"['mitt', 'romney', 'gone', 'take', 'away', 'weave', 'become', 'president', 'hoe', 'gone', 'walkin', 'around', 'looking', 'like', 'lil', 'bill', 'andamp', 'calliou']"
13184,3,0,0,3,1,mitt romney hates big bird fascist,"['mitt', 'romney', 'hate', 'big', 'bird', 'fascist']"
13185,3,0,3,0,0,mix it up bitches,"['mix', 'bitch']"
13186,3,0,3,0,0,monique made a whole fucking career offa call slim girls skinny bitches she lost the weight because it was unhealthy and now shes done,"['monique', 'made', 'whole', 'fucking', 'career', 'offa', 'call', 'slim', 'girl', 'skinny', 'bitch', 'lost', 'weight', 'unhealthy', 'shes', 'done']"
13187,3,1,2,0,0,model bitches in the gym working on they fitness but it do not mean nothing cuz they still gon buy some titties,"['model', 'bitch', 'gym', 'working', 'fitness', 'mean', 'nothing', 'cuz', 'still', 'gon', 'buy', 'titty']"
13188,6,0,6,0,0,modern day singers talk about the same shit rappers talk about lolhoes,"['modern', 'day', 'singer', 'talk', 'shit', 'rapper', 'talk', 'lolhoes']"
13189,3,0,0,3,1,molly and ellie need the teas so bound i go everyone else is off to amsterdam i couldnt get time off so hey ho,"['molly', 'ellie', 'need', 'tea', 'bound', 'go', 'everyone', 'else', 'amsterdam', 'couldnt', 'get', 'time', 'hey', 'ho']"
13190,3,0,3,0,0,molly make bitches crazy,"['molly', 'make', 'bitch', 'crazy']"
13191,3,0,2,1,0,mollys that bitch you love when she comes but hate when she goes,"['molly', 'bitch', 'love', 'come', 'hate', 'go']"
13192,3,0,3,0,0,mom just called me a rude ass hoe,"['mom', 'called', 'rude', 'a', 'hoe']"
13193,3,0,2,1,0,mom really came in and found anything possible to bitch about,"['mom', 'really', 'came', 'found', 'anything', 'possible', 'bitch']"
13194,3,0,3,0,0,mom said i couldnt have chocolate milk past nine so i punched that bitch in the pussy and,"['mom', 'said', 'couldnt', 'chocolate', 'milk', 'past', 'nine', 'punched', 'bitch', 'pussy']"
13195,3,1,2,0,0,mom youve been a real bitch lately,"['mom', 'youve', 'real', 'bitch', 'lately']"
13196,3,0,3,0,0,mom heard a song about some guy with bitches and a long something or other so he could fuck the world for hours or something lolol,"['mom', 'heard', 'song', 'guy', 'bitch', 'long', 'something', 'could', 'fuck', 'world', 'hour', 'something', 'lolol']"
13197,3,0,3,0,0,momma always told me i was crazy am the hoes say i am amazing but i do not listen to a lady,"['momma', 'always', 'told', 'crazy', 'hoe', 'say', 'amazing', 'listen', 'lady']"
13198,3,0,3,0,0,momma always told me i was crazy and the hoes say i am amazing but i do not listen to a lady,"['momma', 'always', 'told', 'crazy', 'hoe', 'say', 'amazing', 'listen', 'lady']"
13199,3,0,1,2,1,mommy said no pussy cats inside my dawgs house,"['mommy', 'said', 'pussy', 'cat', 'inside', 'dawgs', 'house']"
13200,3,0,3,0,0,moms is a hoea disrespectful one and you all bitches are trash,"['mom', 'hoea', 'disrespectful', 'one', 'bitch', 'trash']"
13201,3,0,3,0,0,monday like saturday bitch,"['monday', 'like', 'saturday', 'bitch']"
13202,3,0,3,0,0,money andgtandgtandgtandgt the best pussy,"['money', 'andgtandgtandgtandgt', 'best', 'pussy']"
